Body1,Body2,Body1_Mass,Body2_Mass,Distance,Body1_KineticEnergy,Body2_KineticEnergy,PotentialEnergy,TotalOrbitalEnergy,SimTime
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,7.994664e+20,9.185049e+27,-7.619239e+28,-6.700734e+28,1.000400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.027130e+20,9.185050e+27,-7.619239e+28,-6.700734e+28,1.000500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.059661e+20,9.185050e+27,-7.619239e+28,-6.700734e+28,1.000600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.092259e+20,9.185050e+27,-7.619239e+28,-6.700734e+28,1.000700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.124922e+20,9.185050e+27,-7.619239e+28,-6.700734e+28,1.000800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.157650e+20,9.185050e+27,-7.619239e+28,-6.700734e+28,1.000900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.190445e+20,9.185051e+27,-7.619239e+28,-6.700734e+28,1.001000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.223305e+20,9.185051e+27,-7.619239e+28,-6.700734e+28,1.001100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.256231e+20,9.185051e+27,-7.619239e+28,-6.700734e+28,1.001200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.289223e+20,9.185051e+27,-7.619239e+28,-6.700734e+28,1.001300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.322281e+20,9.185051e+27,-7.619239e+28,-6.700734e+28,1.001400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.355405e+20,9.185052e+27,-7.619239e+28,-6.700734e+28,1.001500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.388594e+20,9.185052e+27,-7.619239e+28,-6.700734e+28,1.001600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.421849e+20,9.185052e+27,-7.619239e+28,-6.700734e+28,1.001700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.455170e+20,9.185052e+27,-7.619239e+28,-6.700734e+28,1.001800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.488556e+20,9.185052e+27,-7.619239e+28,-6.700734e+28,1.001900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.522009e+20,9.185053e+27,-7.619239e+28,-6.700734e+28,1.002000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.555527e+20,9.185053e+27,-7.619239e+28,-6.700734e+28,1.002100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.589111e+20,9.185053e+27,-7.619239e+28,-6.700734e+28,1.002200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.622761e+20,9.185053e+27,-7.619239e+28,-6.700734e+28,1.002300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.656477e+20,9.185053e+27,-7.619239e+28,-6.700734e+28,1.002400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.690258e+20,9.185054e+27,-7.619239e+28,-6.700734e+28,1.002500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.724105e+20,9.185054e+27,-7.619239e+28,-6.700734e+28,1.002600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.758018e+20,9.185054e+27,-7.619239e+28,-6.700734e+28,1.002700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.791997e+20,9.185054e+27,-7.619239e+28,-6.700734e+28,1.002800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.826041e+20,9.185054e+27,-7.619239e+28,-6.700734e+28,1.002900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.860152e+20,9.185055e+27,-7.619239e+28,-6.700734e+28,1.003000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.894328e+20,9.185055e+27,-7.619239e+28,-6.700734e+28,1.003100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.928570e+20,9.185055e+27,-7.619239e+28,-6.700734e+28,1.003200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.962877e+20,9.185055e+27,-7.619239e+28,-6.700734e+28,1.003300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,8.997251e+20,9.185056e+27,-7.619239e+28,-6.700734e+28,1.003400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.031690e+20,9.185056e+27,-7.619239e+28,-6.700734e+28,1.003500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.066195e+20,9.185056e+27,-7.619239e+28,-6.700734e+28,1.003600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.100766e+20,9.185056e+27,-7.619239e+28,-6.700734e+28,1.003700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.135402e+20,9.185056e+27,-7.619239e+28,-6.700734e+28,1.003800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.170105e+20,9.185057e+27,-7.619239e+28,-6.700734e+28,1.003900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.204873e+20,9.185057e+27,-7.619239e+28,-6.700734e+28,1.004000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.239707e+20,9.185057e+27,-7.619239e+28,-6.700734e+28,1.004100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.274607e+20,9.185057e+27,-7.619239e+28,-6.700734e+28,1.004200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.309572e+20,9.185057e+27,-7.619239e+28,-6.700734e+28,1.004300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.344603e+20,9.185058e+27,-7.619240e+28,-6.700734e+28,1.004400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.379701e+20,9.185058e+27,-7.619240e+28,-6.700734e+28,1.004500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.414863e+20,9.185058e+27,-7.619240e+28,-6.700734e+28,1.004600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.450092e+20,9.185058e+27,-7.619240e+28,-6.700734e+28,1.004700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.485387e+20,9.185059e+27,-7.619240e+28,-6.700734e+28,1.004800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.520747e+20,9.185059e+27,-7.619240e+28,-6.700734e+28,1.004900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.556173e+20,9.185059e+27,-7.619240e+28,-6.700734e+28,1.005000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.591665e+20,9.185059e+27,-7.619240e+28,-6.700734e+28,1.005100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.627222e+20,9.185059e+27,-7.619240e+28,-6.700734e+28,1.005200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.662846e+20,9.185060e+27,-7.619240e+28,-6.700734e+28,1.005300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.698535e+20,9.185060e+27,-7.619240e+28,-6.700734e+28,1.005400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.734290e+20,9.185060e+27,-7.619240e+28,-6.700734e+28,1.005500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.770111e+20,9.185060e+27,-7.619240e+28,-6.700734e+28,1.005600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.805997e+20,9.185061e+27,-7.619240e+28,-6.700734e+28,1.005700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.841950e+20,9.185061e+27,-7.619240e+28,-6.700734e+28,1.005800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.877968e+20,9.185061e+27,-7.619240e+28,-6.700734e+28,1.005900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.914052e+20,9.185061e+27,-7.619240e+28,-6.700734e+28,1.006000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.950201e+20,9.185061e+27,-7.619240e+28,-6.700734e+28,1.006100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,9.986417e+20,9.185062e+27,-7.619240e+28,-6.700734e+28,1.006200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.002270e+21,9.185062e+27,-7.619240e+28,-6.700734e+28,1.006300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.005905e+21,9.185062e+27,-7.619240e+28,-6.700734e+28,1.006400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.009546e+21,9.185062e+27,-7.619240e+28,-6.700734e+28,1.006500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.013194e+21,9.185063e+27,-7.619240e+28,-6.700734e+28,1.006600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.016848e+21,9.185063e+27,-7.619240e+28,-6.700734e+28,1.006700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.020509e+21,9.185063e+27,-7.619240e+28,-6.700734e+28,1.006800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.024177e+21,9.185063e+27,-7.619240e+28,-6.700734e+28,1.006900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.027851e+21,9.185063e+27,-7.619240e+28,-6.700734e+28,1.007000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.031532e+21,9.185064e+27,-7.619240e+28,-6.700734e+28,1.007100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.035219e+21,9.185064e+27,-7.619240e+28,-6.700734e+28,1.007200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.038913e+21,9.185064e+27,-7.619240e+28,-6.700734e+28,1.007300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.042613e+21,9.185064e+27,-7.619240e+28,-6.700734e+28,1.007400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.046320e+21,9.185065e+27,-7.619240e+28,-6.700734e+28,1.007500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.050034e+21,9.185065e+27,-7.619240e+28,-6.700734e+28,1.007600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.053754e+21,9.185065e+27,-7.619240e+28,-6.700734e+28,1.007700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.057481e+21,9.185065e+27,-7.619240e+28,-6.700734e+28,1.007800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.061215e+21,9.185065e+27,-7.619240e+28,-6.700734e+28,1.007900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.064954e+21,9.185066e+27,-7.619240e+28,-6.700734e+28,1.008000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.068701e+21,9.185066e+27,-7.619240e+28,-6.700734e+28,1.008100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.072454e+21,9.185066e+27,-7.619240e+28,-6.700734e+28,1.008200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.076214e+21,9.185066e+27,-7.619240e+28,-6.700734e+28,1.008300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.079980e+21,9.185067e+27,-7.619240e+28,-6.700734e+28,1.008400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.083753e+21,9.185067e+27,-7.619240e+28,-6.700734e+28,1.008500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.087532e+21,9.185067e+27,-7.619240e+28,-6.700734e+28,1.008600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.091318e+21,9.185067e+27,-7.619240e+28,-6.700734e+28,1.008700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.095111e+21,9.185068e+27,-7.619241e+28,-6.700734e+28,1.008800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.098910e+21,9.185068e+27,-7.619241e+28,-6.700734e+28,1.008900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843997e+08,1.102716e+21,9.185068e+27,-7.619241e+28,-6.700734e+28,1.009000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.106528e+21,9.185068e+27,-7.619241e+28,-6.700734e+28,1.009100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.110347e+21,9.185069e+27,-7.619241e+28,-6.700734e+28,1.009200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.114173e+21,9.185069e+27,-7.619241e+28,-6.700734e+28,1.009300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.118005e+21,9.185069e+27,-7.619241e+28,-6.700734e+28,1.009400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.121843e+21,9.185069e+27,-7.619241e+28,-6.700734e+28,1.009500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.125689e+21,9.185069e+27,-7.619241e+28,-6.700734e+28,1.009600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.129540e+21,9.185070e+27,-7.619241e+28,-6.700734e+28,1.009700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.133399e+21,9.185070e+27,-7.619241e+28,-6.700734e+28,1.009800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.137264e+21,9.185070e+27,-7.619241e+28,-6.700734e+28,1.009900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.141135e+21,9.185070e+27,-7.619241e+28,-6.700734e+28,1.010000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.145013e+21,9.185071e+27,-7.619241e+28,-6.700734e+28,1.010100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.148898e+21,9.185071e+27,-7.619241e+28,-6.700734e+28,1.010200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.152789e+21,9.185071e+27,-7.619241e+28,-6.700734e+28,1.010300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.156687e+21,9.185071e+27,-7.619241e+28,-6.700734e+28,1.010400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.160592e+21,9.185072e+27,-7.619241e+28,-6.700734e+28,1.010500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.164503e+21,9.185072e+27,-7.619241e+28,-6.700734e+28,1.010600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.168420e+21,9.185072e+27,-7.619241e+28,-6.700734e+28,1.010700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.172344e+21,9.185072e+27,-7.619241e+28,-6.700734e+28,1.010800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.176275e+21,9.185073e+27,-7.619241e+28,-6.700734e+28,1.010900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.180213e+21,9.185073e+27,-7.619241e+28,-6.700734e+28,1.011000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.184156e+21,9.185073e+27,-7.619241e+28,-6.700734e+28,1.011100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.188107e+21,9.185073e+27,-7.619241e+28,-6.700734e+28,1.011200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.192064e+21,9.185074e+27,-7.619241e+28,-6.700734e+28,1.011300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.196028e+21,9.185074e+27,-7.619241e+28,-6.700734e+28,1.011400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.199998e+21,9.185074e+27,-7.619241e+28,-6.700734e+28,1.011500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.203975e+21,9.185074e+27,-7.619241e+28,-6.700734e+28,1.011600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.207958e+21,9.185075e+27,-7.619241e+28,-6.700734e+28,1.011700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.211948e+21,9.185075e+27,-7.619241e+28,-6.700734e+28,1.011800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.215944e+21,9.185075e+27,-7.619241e+28,-6.700734e+28,1.011900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.219948e+21,9.185075e+27,-7.619241e+28,-6.700734e+28,1.012000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.223957e+21,9.185076e+27,-7.619241e+28,-6.700734e+28,1.012100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.227974e+21,9.185076e+27,-7.619241e+28,-6.700734e+28,1.012200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.231996e+21,9.185076e+27,-7.619241e+28,-6.700734e+28,1.012300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.236026e+21,9.185076e+27,-7.619241e+28,-6.700734e+28,1.012400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.240062e+21,9.185077e+27,-7.619241e+28,-6.700734e+28,1.012500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.244104e+21,9.185077e+27,-7.619241e+28,-6.700734e+28,1.012600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.248154e+21,9.185077e+27,-7.619241e+28,-6.700734e+28,1.012700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.252209e+21,9.185077e+27,-7.619242e+28,-6.700734e+28,1.012800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.256272e+21,9.185078e+27,-7.619242e+28,-6.700734e+28,1.012900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.260341e+21,9.185078e+27,-7.619242e+28,-6.700734e+28,1.013000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.264416e+21,9.185078e+27,-7.619242e+28,-6.700734e+28,1.013100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.268498e+21,9.185078e+27,-7.619242e+28,-6.700734e+28,1.013200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.272587e+21,9.185079e+27,-7.619242e+28,-6.700734e+28,1.013300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.276682e+21,9.185079e+27,-7.619242e+28,-6.700734e+28,1.013400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.280784e+21,9.185079e+27,-7.619242e+28,-6.700734e+28,1.013500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.284892e+21,9.185079e+27,-7.619242e+28,-6.700734e+28,1.013600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.289007e+21,9.185080e+27,-7.619242e+28,-6.700734e+28,1.013700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.293129e+21,9.185080e+27,-7.619242e+28,-6.700734e+28,1.013800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.297257e+21,9.185080e+27,-7.619242e+28,-6.700734e+28,1.013900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.301391e+21,9.185080e+27,-7.619242e+28,-6.700734e+28,1.014000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.305533e+21,9.185081e+27,-7.619242e+28,-6.700734e+28,1.014100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.309680e+21,9.185081e+27,-7.619242e+28,-6.700734e+28,1.014200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.313835e+21,9.185081e+27,-7.619242e+28,-6.700734e+28,1.014300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.317996e+21,9.185081e+27,-7.619242e+28,-6.700734e+28,1.014400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.322163e+21,9.185082e+27,-7.619242e+28,-6.700734e+28,1.014500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.326338e+21,9.185082e+27,-7.619242e+28,-6.700734e+28,1.014600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.330518e+21,9.185082e+27,-7.619242e+28,-6.700734e+28,1.014700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.334706e+21,9.185082e+27,-7.619242e+28,-6.700734e+28,1.014800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.338900e+21,9.185083e+27,-7.619242e+28,-6.700734e+28,1.014900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.343100e+21,9.185083e+27,-7.619242e+28,-6.700734e+28,1.015000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.347307e+21,9.185083e+27,-7.619242e+28,-6.700734e+28,1.015100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.351521e+21,9.185083e+27,-7.619242e+28,-6.700734e+28,1.015200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.355741e+21,9.185084e+27,-7.619242e+28,-6.700734e+28,1.015300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.359968e+21,9.185084e+27,-7.619242e+28,-6.700734e+28,1.015400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.364201e+21,9.185084e+27,-7.619242e+28,-6.700734e+28,1.015500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.368441e+21,9.185084e+27,-7.619242e+28,-6.700734e+28,1.015600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.372688e+21,9.185085e+27,-7.619242e+28,-6.700734e+28,1.015700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.376941e+21,9.185085e+27,-7.619242e+28,-6.700734e+28,1.015800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.381200e+21,9.185085e+27,-7.619242e+28,-6.700734e+28,1.015900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.385467e+21,9.185085e+27,-7.619242e+28,-6.700734e+28,1.016000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.389739e+21,9.185086e+27,-7.619242e+28,-6.700734e+28,1.016100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.394019e+21,9.185086e+27,-7.619242e+28,-6.700734e+28,1.016200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.398305e+21,9.185086e+27,-7.619242e+28,-6.700734e+28,1.016300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.402597e+21,9.185087e+27,-7.619242e+28,-6.700734e+28,1.016400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.406897e+21,9.185087e+27,-7.619242e+28,-6.700734e+28,1.016500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.411202e+21,9.185087e+27,-7.619243e+28,-6.700734e+28,1.016600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.415515e+21,9.185087e+27,-7.619243e+28,-6.700734e+28,1.016700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843996e+08,1.419834e+21,9.185088e+27,-7.619243e+28,-6.700734e+28,1.016800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.424159e+21,9.185088e+27,-7.619243e+28,-6.700734e+28,1.016900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.428491e+21,9.185088e+27,-7.619243e+28,-6.700734e+28,1.017000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.432830e+21,9.185088e+27,-7.619243e+28,-6.700734e+28,1.017100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.437175e+21,9.185089e+27,-7.619243e+28,-6.700734e+28,1.017200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.441527e+21,9.185089e+27,-7.619243e+28,-6.700734e+28,1.017300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.445885e+21,9.185089e+27,-7.619243e+28,-6.700734e+28,1.017400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.450250e+21,9.185089e+27,-7.619243e+28,-6.700734e+28,1.017500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.454621e+21,9.185090e+27,-7.619243e+28,-6.700734e+28,1.017600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.459000e+21,9.185090e+27,-7.619243e+28,-6.700734e+28,1.017700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.463384e+21,9.185090e+27,-7.619243e+28,-6.700734e+28,1.017800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.467775e+21,9.185091e+27,-7.619243e+28,-6.700734e+28,1.017900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.472173e+21,9.185091e+27,-7.619243e+28,-6.700734e+28,1.018000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.476578e+21,9.185091e+27,-7.619243e+28,-6.700734e+28,1.018100e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.480989e+21,9.185091e+27,-7.619243e+28,-6.700734e+28,1.018200e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.485406e+21,9.185092e+27,-7.619243e+28,-6.700734e+28,1.018300e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.489830e+21,9.185092e+27,-7.619243e+28,-6.700734e+28,1.018400e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.494261e+21,9.185092e+27,-7.619243e+28,-6.700734e+28,1.018500e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.498698e+21,9.185092e+27,-7.619243e+28,-6.700734e+28,1.018600e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.503142e+21,9.185093e+27,-7.619243e+28,-6.700734e+28,1.018700e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.507593e+21,9.185093e+27,-7.619243e+28,-6.700734e+28,1.018800e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.512050e+21,9.185093e+27,-7.619243e+28,-6.700734e+28,1.018900e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.516513e+21,9.185094e+27,-7.619243e+28,-6.700734e+28,1.019000e+04
Earth,Moon,5.972000e+24,7.348000e+22,3.843995e+08,1.520984e+21,9.185094e+27,-7.619243e+28,-6.700734e+28,1.019100e+04
