timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
184212.000020,Earth,552775.172092,91099.119484,0.000000,5.882118,1.472276,0.000000,Apollo Test Craft,325973755.432603,186248149.403778,0.000000,1276.977781,813.296015,0.000000,,-37886834037081454229978087424.000000,
184212.000020,Moon,339025091.691649,180852655.008593,0.000000,-478.581028,902.212670,0.000000,,,,,,,,,-37886834037081454229978087424.000000,
197265.110032,Earth,632040.513873,111681.512352,0.000000,6.261721,1.683571,0.000000,Apollo Test Craft,333780104.501595,184701941.459255,0.670635,-887.159947,-587.243026,0.000233,,-37886834037083305807559262208.000000,
197265.110032,Moon,332575902.837602,192518308.230611,0.000000,-509.466309,885.021216,0.000000,,,,,,,,,-37886834037083305807559262208.000000,
210931.080044,Earth,720283.304801,136280.588878,0.000000,6.651103,1.918851,0.000000,Apollo Test Craft,321336550.448321,179585612.638744,3.527054,-919.841939,-281.880979,0.000196,,-37886834037077759870908760064.000000,
210931.080044,Moon,325396290.526399,204483498.849567,0.000000,-541.147217,865.878401,0.000000,,,,,,,,,-37886834037077759870908760064.000000,
224624.570057,Earth,813981.778951,164251.298614,0.000000,7.032504,2.168738,0.000000,Apollo Test Craft,308587518.379732,176090007.871856,6.133415,-943.966171,-239.320421,0.000186,,-37886834037077051785420472320.000000,
224624.570057,Moon,317772792.771232,216202491.997415,0.000000,-572.178800,845.547118,0.000000,,,,,,,,,-37886834037077051785420472320.000000,
238278.120070,Earth,912544.263635,195641.747111,0.000000,7.403551,2.431664,0.000000,Apollo Test Craft,295486966.594378,172881865.856434,8.635339,-976.057448,-233.946687,0.000181,,-37886834037074945121141653504.000000,
238278.120070,Moon,309753549.261196,227602429.588757,0.000000,-602.367898,824.154911,0.000000,,,,,,,,,-37886834037074945121141653504.000000,
251812.240082,Earth,1015179.850691,230390.763910,0.000000,7.761756,2.705529,0.000000,Apollo Test Craft,282031078.074628,169667325.245603,11.054706,-1013.166362,-242.747077,0.000177,,-37886834037072987990444212224.000000,
251812.240082,Moon,301402909.887235,238607049.796333,0.000000,-631.512225,801.872673,0.000000,,,,,,,,,-37886834037072987990444212224.000000,
264841.450095,Earth,1118504.560852,267425.522445,0.000000,8.097133,2.981309,0.000000,Apollo Test Craft,268574179.835598,166405432.814079,13.335993,-1053.169562,-259.029017,0.000173,,-37886834037059204512678412288.000000,
264841.450095,Moon,292996202.060756,248909679.403729,0.000000,-658.799126,779.434642,0.000000,,,,,,,,,-37886834037059204512678412288.000000,
278443.700107,Earth,1230966.847838,310006.021871,0.000000,8.436903,3.281565,0.000000,Apollo Test Craft,253939582.241905,162730514.945297,15.667685,-1099.405788,-282.313745,0.000169,,-37886834037057106644492615680.000000,
278443.700107,Moon,283846042.464782,259346743.172752,0.000000,-686.443518,755.005239,0.000000,,,,,,,,,-37886834037057106644492615680.000000,
291843.080120,Earth,1346198.490983,356025.688915,0.000000,8.760827,3.589308,0.000000,Apollo Test Craft,238876225.657422,158761442.471760,17.909127,-1149.814806,-311.086187,0.000165,,-37886834037059323259934212096.000000,
291843.080120,Moon,274470562.438982,269296656.154217,0.000000,-712.798624,729.966638,0.000000,,,,,,,,,-37886834037059323259934212096.000000,
305678.660133,Earth,1469656.565489,407953.576921,0.000000,9.083621,3.919126,0.000000,Apollo Test Craft,222574901.826986,154215304.149887,20.154543,-1207.689578,-347.238332,0.000159,,-37886834037063087987747717120.000000,
305678.660133,Moon,264425763.285218,279211660.704032,0.000000,-739.061805,703.131949,0.000000,,,,,,,,,-37886834037063087987747717120.000000,
319096.290145,Earth,1593571.715254,462748.377278,0.000000,9.384914,4.250275,0.000000,Apollo Test Craft,205956940.100158,149281037.984508,22.248644,-1270.565247,-389.564453,0.000152,,-37886834037063250715468627968.000000,
319096.290145,Moon,254343775.562089,288466262.554628,0.000000,-763.575631,676.188989,0.000000,,,,,,,,,-37886834037063250715468627968.000000,
