timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
673936.960476,Earth,5731535.064729,3861237.142597,0.000000,12.148429,15.371971,0.000000,,,,,,,,,-37886834037052004910539735040.000000,
673936.960476,Moon,-82329308.943705,374605493.645721,0.000000,-988.420770,-228.694694,0.000000,,,,,,,,,-37886834037052004910539735040.000000,
686896.970488,Earth,5888291.644674,4063207.885760,0.000000,12.039901,15.795726,0.000000,,,,,,,,,-37886834037052673413609422848.000000,
686896.970488,Moon,-95083341.985935,371417874.868853,0.000000,-979.590745,-263.172271,0.000000,,,,,,,,,-37886834037052673413609422848.000000,
699857.010500,Earth,6043545.822460,4270646.371884,0.000000,11.916542,16.215596,0.000000,,,,,,,,,-37886834037055026368492863488.000000,
699857.010500,Moon,-107715136.543534,367785420.103040,0.000000,-969.553991,-297.333757,0.000000,,,,,,,,,-37886834037055026368492863488.000000,
712817.060512,Earth,6197105.981690,4483498.551419,0.000000,11.778485,16.631058,0.000000,,,,,,,,,-37886834037056675635934527488.000000,
712817.060512,Moon,-120209102.318274,363712506.489494,0.000000,-958.321387,-331.136557,0.000000,,,,,,,,,-37886834037056675635934527488.000000,
725777.060524,Earth,6348781.902899,4701702.909817,0.000000,11.625883,17.041590,0.000000,,,,,,,,,-37886834037054234720120864768.000000,
725777.060524,Moon,-132549762.668718,359204077.656419,0.000000,-945.905378,-364.538319,0.000000,,,,,,,,,-37886834037054234720120864768.000000,
738737.080536,Earth,6498386.989678,4925193.412405,0.000000,11.458906,17.446682,0.000000,,,,,,,,,-37886834037049234141237739520.000000,
738737.080536,Moon,-144721935.733085,354265577.858562,0.000000,-932.319806,-397.497426,0.000000,,,,,,,,,-37886834037049234141237739520.000000,
751697.140548,Earth,6645736.369743,5153896.623045,0.000000,11.277743,17.845826,0.000000,,,,,,,,,-37886834037056561286725238784.000000,
751697.140548,Moon,-156710579.927478,348903002.449089,0.000000,-917.580047,-429.972581,0.000000,,,,,,,,,-37886834037056561286725238784.000000,
764657.170560,Earth,6790646.728921,5387730.949010,0.000000,11.082603,18.238518,0.000000,,,,,,,,,-37886834037051094514911936512.000000,
764657.170560,Moon,-168500780.439478,343122918.437627,0.000000,-901.703075,-461.922773,0.000000,,,,,,,,,-37886834037051094514911936512.000000,
777617.230572,Earth,6932939.030848,5626610.649000,0.000000,10.873711,18.624264,0.000000,,,,,,,,,-37886834037048543647935496192.000000,
777617.230572,Moon,-180077970.507437,336932363.229955,0.000000,-884.707188,-493.307882,0.000000,,,,,,,,,-37886834037048543647935496192.000000,
790577.260584,Earth,7072435.952725,5870441.428015,0.000000,10.651312,19.002576,0.000000,,,,,,,,,-37886834037025801349426577408.000000,
790577.260584,Moon,-191427722.789193,330338947.538637,0.000000,-866.612294,-524.088115,0.000000,,,,,,,,,-37886834037025801349426577408.000000,
803537.400596,Earth,7208965.582370,6119126.513258,0.000000,10.415663,19.372979,0.000000,,,,,,,,,-37886834037024965720589467648.000000,
803537.400596,Moon,-202536050.161231,323350688.074308,0.000000,-847.439454,-554.224831,0.000000,,,,,,,,,-37886834037024965720589467648.000000,
816497.420608,Earth,7342355.609634,6372555.884216,0.000000,10.167049,19.734996,0.000000,,,,,,,,,-37886834037025796951380066304.000000,
816497.420608,Moon,-213388933.120370,315976301.269022,0.000000,-827.211694,-583.679254,0.000000,,,,,,,,,-37886834037025796951380066304.000000,
829457.650620,Earth,7472443.228046,6630624.409800,0.000000,9.905758,20.088176,0.000000,,,,,,,,,-37886834037024939332310401024.000000,
829457.650620,Moon,-223973125.402379,308224678.061088,0.000000,-805.952563,-612.414674,0.000000,,,,,,,,,-37886834037024939332310401024.000000,
842417.670633,Earth,7599061.999058,6893206.195400,0.000000,9.632112,20.432057,0.000000,,,,,,,,,-37886834037021346128310829056.000000,
842417.670633,Moon,-234275085.229672,300105632.251360,0.000000,-783.688194,-640.393542,0.000000,,,,,,,,,-37886834037021346128310829056.000000,
855377.790645,Earth,7722056.931369,7160184.169916,0.000000,9.346434,20.766209,0.000000,,,,,,,,,-37886834037021473671659651072.000000,
855377.790645,Moon,-244282202.195847,291629005.801546,0.000000,-760.444847,-667.580813,0.000000,,,,,,,,,-37886834037021473671659651072.000000,
868337.960657,Earth,7841273.792565,7431428.467774,0.000000,9.049070,21.090202,0.000000,,,,,,,,,-37886834037022278514171183104.000000,
868337.960657,Moon,-253981927.639048,282805313.738165,0.000000,-736.250682,-693.941584,0.000000,,,,,,,,,-37886834037022278514171183104.000000,
881297.980669,Earth,7956561.670043,7706800.481734,0.000000,8.740385,21.403617,0.000000,,,,,,,,,-37886834037023545151566381056.000000,
881297.980669,Moon,-263361983.004157,273645629.027035,0.000000,-711.135447,-719.441668,0.000000,,,,,,,,,-37886834037023545151566381056.000000,
894258.020681,Earth,8067777.795651,7986164.090368,0.000000,8.420752,21.706055,0.000000,,,,,,,,,-37886834037020937109985296384.000000,
894258.020681,Moon,-272410752.384842,264161200.523607,0.000000,-685.129427,-744.048662,0.000000,,,,,,,,,-37886834037020937109985296384.000000,
907218.080693,Earth,8174782.781790,8269374.510464,0.000000,8.090561,21.997128,0.000000,,,,,,,,,-37886834037023237288310603776.000000,
907218.080693,Moon,-281116894.923598,254363808.083213,0.000000,-658.264423,-767.730906,0.000000,,,,,,,,,-37886834037023237288310603776.000000,
920178.150705,Earth,8277442.321380,8556281.781855,0.000000,7.750218,22.276459,0.000000,,,,,,,,,-37886834037025198817054556160.000000,
920178.150705,Moon,-289469483.124283,244265642.549113,0.000000,-630.573420,-790.457856,0.000000,,,,,,,,,-37886834037025198817054556160.000000,
933138.210717,Earth,8375627.387562,8846730.938736,0.000000,7.400142,22.543688,0.000000,,,,,,,,,-37886834037031237334914301952.000000,
933138.210717,Moon,-297458019.100057,233879291.813265,0.000000,-602.090552,-812.200138,0.000000,,,,,,,,,-37886834037031237334914301952.000000,
946098.420729,Earth,8469215.765849,9140566.521691,0.000000,7.040762,22.798472,0.000000,,,,,,,,,-37886834037034826140867362816.000000,
946098.420729,Moon,-305072559.232647,223217567.888687,0.000000,-572.850626,-832.929894,0.000000,,,,,,,,,-37886834037034826140867362816.000000,
959058.450741,Earth,8558087.422361,9437617.559659,0.000000,6.672530,23.040475,0.000000,,,,,,,,,-37886834037037227474262425600.000000,
959058.450741,Moon,-312303337.322312,212294044.067598,0.000000,-542.890593,-852.619754,0.000000,,,,,,,,,-37886834037037227474262425600.000000,
972018.600753,Earth,8642132.625619,9737723.255251,0.000000,6.295897,23.269389,0.000000,,,,,,,,,-37886834037031518809891012608.000000,
972018.600753,Moon,-319141425.393497,201122109.751285,0.000000,-512.246960,-871.244647,0.000000,,,,,,,,,-37886834037031518809891012608.000000,
984978.640765,Earth,8721244.058435,10040706.676590,0.000000,5.911338,23.484912,0.000000,,,,,,,,,-37886834037034030094448852992.000000,
984978.640765,Moon,-325578091.902228,189715925.415940,0.000000,-480.958402,-888.780056,0.000000,,,,,,,,,-37886834037034030094448852992.000000,
997938.660777,Earth,8795322.670642,10346394.533382,0.000000,5.519328,23.686766,0.000000,,,,,,,,,-37886834037036884426634559488.000000,
997938.660777,Moon,-331605277.926095,178089682.291124,0.000000,-449.063733,-905.203318,0.000000,,,,,,,,,-37886834037036884426634559488.000000,
1010898.710789,Earth,8864275.351554,10654609.137889,0.000000,5.120358,23.874689,0.000000,,,,,,,,,-37886834037051679455097913344.000000,
1010898.710789,Moon,-337215407.791197,166257888.511097,0.000000,-416.602689,-920.493116,0.000000,,,,,,,,,-37886834037051679455097913344.000000,
1023858.770802,Earth,8928014.992428,10965167.865127,0.000000,4.714926,24.048436,0.000000,,,,,,,,,-37886834037052092871469957120.000000,
1023858.770802,Moon,-342401394.153649,154235382.374984,0.000000,-383.615960,-934.629494,0.000000,,,,,,,,,-37886834037052092871469957120.000000,
1036818.830814,Earth,8986461.092216,11277885.260501,0.000000,4.303543,24.207779,0.000000,,,,,,,,,-37886834037048521657702940672.000000,
1036818.830814,Moon,-347156687.284885,142037242.624333,0.000000,-350.144945,-947.593995,0.000000,,,,,,,,,-37886834037048521657702940672.000000,
